0,35.37080272,487.3512614,443.4812471,461.8552447,467.1223875,123.3773484,42.25712321,483.2195439,393.2490476,403.5309118,344.7486701
35.37080272,0,512.1194285,465.3791585,474.512481,476.0137353,88.07001158,62.38659806,505.2583514,415.6901693,414.1801155,352.7991876
487.3512614,512.1194285,0,68.60056892,199.3047928,251.9070896,582.2914152,449.8773181,51.47877707,103.2573052,229.225818,271.1103249
443.4812471,465.3791585,68.60056892,0,139.2595905,190.7965498,530.3985161,403.9899858,39.89852628,50.69517568,161.6282109,202.7033309
461.8552447,474.512481,199.3047928,139.2595905,0,52.63685679,520.494708,419.6357986,149.2329744,153.1102677,64.93832696,131.5821319
467.1223875,476.0137353,251.9070896,190.7965498,52.63685679,0,513.783343,424.9875019,201.8539407,199.3322157,66.74027005,123.3047646
123.3773484,88.07001158,582.2914152,530.3985161,520.494708,513.783343,0,143.1528155,570.1560391,482.3356159,457.0542004,391.8060688
42.25712321,62.38659806,449.8773181,403.9899858,419.6357986,424.9875019,143.1528155,0,443.827311,354.0608651,361.2896148,302.7838123
483.2195439,505.2583514,51.47877707,39.89852628,149.2329744,201.8539407,570.1560391,443.827311,0,90.04951961,184.8820783,233.3788191
393.2490476,415.6901693,103.2573052,50.69517568,153.1102677,199.3322157,482.3356159,354.0608651,90.04951961,0,154.223011,179.2560937
403.5309118,414.1801155,229.225818,161.6282109,64.93832696,66.74027005,457.0542004,361.2896148,184.8820783,154.223011,0,66.66836593
344.7486701,352.7991876,271.1103249,202.7033309,131.5821319,123.3047646,391.8060688,302.7838123,233.3788191,179.2560937,66.66836593,0
